"Mod name","Registry name","Item ID","Display name"
"Gauges and Switches","rsgauges:industrial_small_digital_gauge",1239,"Small Digital Display Redstone Gauge"
"Gauges and Switches","rsgauges:industrial_small_lever",1199,"Industrial Contact Lever"
"Gauges and Switches","rsgauges:industrial_switchlink_cased_pulse_receiver",1231,"Industrial Cased Pulse Switch Link Receiver"
"Gauges and Switches","rsgauges:industrial_switchlink_cased_receiver",1228,"Industrial Cased Switch Link Receiver"
"Gauges and Switches","rsgauges:industrial_switchlink_pulse_receiver",1229,"Industrial Pulse Switch Link Receiver"
"Gauges and Switches","rsgauges:industrial_switchlink_pulse_relay",1233,"Industrial Switch Link Pulse Transmitter"
"Gauges and Switches","rsgauges:industrial_switchlink_receiver",1227,"Industrial Switch Link Receiver"
"Gauges and Switches","rsgauges:industrial_switchlink_receiver_analog",1230,"Industrial Analog Switch Link Receiver"
"Gauges and Switches","rsgauges:industrial_switchlink_relay",1232,"Industrial Switch Link Transmitter"
"Gauges and Switches","rsgauges:industrial_switchlink_relay_analog",1234,"Industrial Analog Switch Link Transmitter"
"Gauges and Switches","rsgauges:industrial_tube_gauge",1240,"Glass Tube Redstone Gauge"
"Gauges and Switches","rsgauges:industrial_vertical_bar_gauge",1238,"Analog Bar Redstone Gauge"
"Gauges and Switches","rsgauges:industrial_white_blinking_led",1251,"White Blinking LED Redstone Indicator"
"Gauges and Switches","rsgauges:industrial_white_led",1250,"White LED Redstone Indicator"
"Gauges and Switches","rsgauges:industrial_yellow_blinking_led",1247,"Yellow Blinking LED Redstone Indicator"
"Gauges and Switches","rsgauges:industrial_yellow_led",1246,"Yellow LED Redstone Indicator"
"Gauges and Switches","rsgauges:light_switch",1286,"Small Light Switch"
"Gauges and Switches","rsgauges:oldfancy_bistableswitch1",1279,"Old Fancy Lever"
"Gauges and Switches","rsgauges:oldfancy_bistableswitch2",1280,"Old Fancy Rotary Lever"
"Gauges and Switches","rsgauges:oldfancy_button",1281,"Old Fancy Button"
"Gauges and Switches","rsgauges:oldfancy_small_button",1283,"Small Old Fancy Button"
"Gauges and Switches","rsgauges:oldfancy_spring_reset_chain",1282,"Old Fancy Chain Button"
"Gauges and Switches","rsgauges:red_power_plant",1285,"Red power plant"
"Gauges and Switches","rsgauges:rustic_angular_lever",1254,"Rustic Rotary Lever"
"Gauges and Switches","rsgauges:rustic_button",1256,"Rustic Button"
"Gauges and Switches","rsgauges:rustic_contact_plate",1261,"Rustic Pressure Plate"
"Gauges and Switches","rsgauges:rustic_door_contact_plate",1260,"Rustic Door Pressure Plate"
"Gauges and Switches","rsgauges:rustic_fallthrough_detector",1265,"Rustic Fall-Through Detector Trapdoor"
"Gauges and Switches","rsgauges:rustic_high_sensitive_trapdoor",1264,"Rustic Sensitive Shock Activated Trapdoor"
"Gauges and Switches","rsgauges:rustic_lever",1252,"Rustic Lever"
"Gauges and Switches","rsgauges:rustic_nail_button",1259,"Rustic Nail Button"
"Gauges and Switches","rsgauges:rustic_nail_lever",1255,"Rustic Nail Lever"
"Gauges and Switches","rsgauges:rustic_semaphore",1266,"Rustic Redstone Semaphore"
"Gauges and Switches","rsgauges:rustic_shock_sensitive_plate",1262,"Rustic Shock Sensitive Pressure Plate"
"Gauges and Switches","rsgauges:rustic_shock_sensitive_trapdoor",1263,"Rustic Shock Activated Trapdoor"
"Gauges and Switches","rsgauges:rustic_small_button",1257,"Rustic Small Button"
"Gauges and Switches","rsgauges:rustic_spring_reset_chain",1258,"Rustic Chain Button"
"Gauges and Switches","rsgauges:rustic_two_hinge_lever",1253,"Rustic Two-Hinge Lever"
"Gauges and Switches","rsgauges:sensitive_glass_block",1291,"Redstone-Sensitive Glass Block (Light Emitting)"
"Gauges and Switches","rsgauges:stained_sensitiveglass",1292,"Coloured Redstone-Sensitive Glass Block"
"Gauges and Switches","rsgauges:switchlink_pearl",1198,"Switch Link Pearl"
"Gauges and Switches","rsgauges:valve_wheel_switch",1288,"Valve Switch"
"Gauges and Switches","rsgauges:yellow_power_plant",1284,"Yellow power plant"
"Glassential","glassential:glass_dark",1354,"Dark Glass"
"Glassential","glassential:glass_dark_ethereal",1355,"Dark Ethereal Glass"
"Glassential","glassential:glass_dark_ethereal_reverse",1356,"Reverse Dark Ethereal Glass"
"Glassential","glassential:glass_ethereal",1357,"Ethereal Glass"
"Glassential","glassential:glass_ethereal_reverse",1358,"Reverse Ethereal Glass"
"Glassential","glassential:glass_ghostly",1359,"Ghostly Glass"
"Glassential","glassential:glass_light",1360,"Luminous Glass"
"Glassential","glassential:glass_redstone",1361,"Redstone Glass"
"Gravestone Mod","gravestone:gravestone",8296,"Grave"
"Gravestone Mod","gravestone:obituary",8297,"Obituary"
"Immersive Engineering","immersiveengineering:advanced_blast_furnace",7803,"Improved Blast Furnace"
"Immersive Engineering","immersiveengineering:alloy_smelter",7802,"Alloy Kiln"
"Immersive Engineering","immersiveengineering:alloybrick",7669,"Kiln Brick"
"Immersive Engineering","immersiveengineering:alu_fence",7730,"Aluminium Fence"
"Immersive Engineering","immersiveengineering:alu_post",7734,"Aluminium Post"
"Immersive Engineering","immersiveengineering:alu_scaffolding_grate_top",7748,"Aluminium Scaffolding"
"Immersive Engineering","immersiveengineering:alu_scaffolding_standard",7742,"Aluminium Scaffolding"
"Immersive Engineering","immersiveengineering:alu_scaffolding_wooden_top",7754,"Aluminium Scaffolding"
"Immersive Engineering","immersiveengineering:alu_slope",7737,"Aluminium Structural Arm"
"Immersive Engineering","immersiveengineering:alu_wallmount",7732,"Aluminium Wallmount"
"Immersive Engineering","immersiveengineering:arc_furnace",7808,"Arc Furnace"
"Immersive Engineering","immersiveengineering:armor_faraday_chest",7931,"Faraday Chestplate"
"Immersive Engineering","immersiveengineering:armor_faraday_feet",7929,"Faraday Boots"
"Immersive Engineering","immersiveengineering:armor_faraday_head",7932,"Faraday Helmet"
"Immersive Engineering","immersiveengineering:armor_faraday_legs",7930,"Faraday Leggings"
"Immersive Engineering","immersiveengineering:armor_piercing",7899,"Armor-Piercing Cartridge"
"Immersive Engineering","immersiveengineering:armor_steel_chest",7833,"Steel Chestplate"
"Immersive Engineering","immersiveengineering:armor_steel_feet",7831,"Steel Boots"
"Immersive Engineering","immersiveengineering:armor_steel_head",7834,"Steel Helmet"
"Immersive Engineering","immersiveengineering:armor_steel_legs",7832,"Steel Leggings"
"Immersive Engineering","immersiveengineering:assembler",7809,"Assembler"
"Immersive Engineering","immersiveengineering:auto_workbench",7810,"Automated Engineer's Workbench"
"Immersive Engineering","immersiveengineering:axe_steel",7828,"Steel Axe"
"Immersive Engineering","immersiveengineering:balloon",7719,"Balloon"
"Immersive Engineering","immersiveengineering:bannerpattern_bevels",7943,"Banner Pattern"
"Immersive Engineering","immersiveengineering:bannerpattern_hammer",7942,"Banner Pattern"
"Immersive Engineering","immersiveengineering:bannerpattern_ornate",7944,"Banner Pattern"
"Immersive Engineering","immersiveengineering:bannerpattern_treated_wood",7945,"Banner Pattern"
"Immersive Engineering","immersiveengineering:bannerpattern_windmill",7946,"Banner Pattern"
"Immersive Engineering","immersiveengineering:bannerpattern_wolf",7949,"Banner Pattern"
"Immersive Engineering","immersiveengineering:bannerpattern_wolf_l",7948,"Banner Pattern"
"Immersive Engineering","immersiveengineering:bannerpattern_wolf_r",7947,"Banner Pattern"
"Immersive Engineering","immersiveengineering:biodiesel_bucket",7539,"Bucket of Biodiesel"
"Immersive Engineering","immersiveengineering:blast_furnace",7801,"Crude Blast Furnace"
"Immersive Engineering","immersiveengineering:blastbrick",7662,"Blast Brick"
"Immersive Engineering","immersiveengineering:blastbrick_reinforced",7663,"Reinforced Blast Brick"
"Immersive Engineering","immersiveengineering:blastfurnace_preheater",7783,"Blast Furnace Preheater"
"Immersive Engineering","immersiveengineering:blueprint",7927,"Engineer's Blueprint"
"Immersive Engineering","immersiveengineering:bottling_machine",7814,"Bottling Machine"
"Immersive Engineering","immersiveengineering:breaker_switch",7768,"Breaker Switch"
"Immersive Engineering","immersiveengineering:bucket_wheel",7811,"Bucket Wheel"
"Immersive Engineering","immersiveengineering:buckshot",7900,"Buckshot Cartridge"
"Immersive Engineering","immersiveengineering:buzzsaw",7890,"Buzzsaw"
"Immersive Engineering","immersiveengineering:capacitor_creative",7780,"Creative Capacitor"
"Immersive Engineering","immersiveengineering:capacitor_hv",7779,"HV Capacitor"
"Immersive Engineering","immersiveengineering:capacitor_lv",7777,"LV Capacitor"
"Immersive Engineering","immersiveengineering:capacitor_mv",7778,"MV Capacitor"
"Immersive Engineering","immersiveengineering:casull",7898,"Casull Cartridge"
"Immersive Engineering","immersiveengineering:charging_station",7788,"Charging Station"
"Immersive Engineering","immersiveengineering:chemthrower",7896,"Chemical Thrower"
"Immersive Engineering","immersiveengineering:chute_aluminum",7798,"Sheetmetal Chute"
"Immersive Engineering","immersiveengineering:chute_copper",7799,"Sheetmetal Chute"
"Immersive Engineering","immersiveengineering:chute_iron",7796,"Sheetmetal Chute"
"Immersive Engineering","immersiveengineering:chute_steel",7797,"Sheetmetal Chute"
"Immersive Engineering","immersiveengineering:circuit_board",7866,"Circuit Backplane"
"Immersive Engineering","immersiveengineering:circuit_table",7702,"Engineer's Circuit Table"
"Immersive Engineering","immersiveengineering:cloche",7795,"Garden Cloche"
"Immersive Engineering","immersiveengineering:coal_coke",7843,"Coal Coke"
"Immersive Engineering","immersiveengineering:coil_hv",7723,"High-Voltage Coil Block"
"Immersive Engineering","immersiveengineering:coil_lv",7721,"Copper Coil Block"
"Immersive Engineering","immersiveengineering:coil_mv",7722,"Electrum Coil Block"
"Immersive Engineering","immersiveengineering:coke",7664,"Block of Coal Coke"
"Immersive Engineering","immersiveengineering:coke_oven",7800,"Coke Oven"
"Immersive Engineering","immersiveengineering:cokebrick",7661,"Coke Brick"
"Immersive Engineering","immersiveengineering:component_iron",7845,"Iron Mechanical Component"
"Immersive Engineering","immersiveengineering:component_steel",7846,"Steel Mechanical Component"
"Immersive Engineering","immersiveengineering:concrete",7666,"Concrete"
"Immersive Engineering","immersiveengineering:concrete_bucket",7540,"Bucket of Concrete"
"Immersive Engineering","immersiveengineering:concrete_leaded",7668,"Leaded Concrete"
"Immersive Engineering","immersiveengineering:concrete_quarter",7671,"Concrete Panel"
"Immersive Engineering","immersiveengineering:concrete_sheet",7672,"Concrete Sheet"
"Immersive Engineering","immersiveengineering:concrete_sprayed",7674,"Quickdry Concrete"
"Immersive Engineering","immersiveengineering:concrete_three_quarter",7670,"Concrete Chunk"
"Immersive Engineering","immersiveengineering:concrete_tile",7667,"Concrete Tile"
"Immersive Engineering","immersiveengineering:connector_bundled",7773,"Redstone Interface Connector"
"Immersive Engineering","immersiveengineering:connector_hv",7763,"HV Wire Connector"
"Immersive Engineering","immersiveengineering:connector_hv_relay",7764,"HV Wire Relay"
"Immersive Engineering","immersiveengineering:connector_lv",7759,"LV Wire Connector"
"Immersive Engineering","immersiveengineering:connector_lv_relay",7760,"LV Wire Relay"
"Immersive Engineering","immersiveengineering:connector_mv",7761,"MV Wire Connector"
"Immersive Engineering","immersiveengineering:connector_mv_relay",7762,"MV Wire Relay"
"Immersive Engineering","immersiveengineering:connector_probe",7772,"Redstone Probe Connector"
"Immersive Engineering","immersiveengineering:connector_redstone",7771,"Redstone Wire Connector"
"Immersive Engineering","immersiveengineering:connector_structural",7765,"Structural Cable Connector"
"Immersive Engineering","immersiveengineering:conveyor_basic",7954,"Conveyor Belt"
"Immersive Engineering","immersiveengineering:conveyor_covered",7960,"Covered Conveyor Belt"
"Immersive Engineering","immersiveengineering:conveyor_dropper",7956,"Dropping Conveyor Belt"
"Immersive Engineering","immersiveengineering:conveyor_droppercovered",7961,"Dropping Covered Conveyor Belt"
"Immersive Engineering","immersiveengineering:conveyor_extract",7959,"Extracting Conveyor Belt"
"Immersive Engineering","immersiveengineering:conveyor_extractcovered",7963,"Covered Extracting Conveyor Belt"
"Immersive Engineering","immersiveengineering:conveyor_redstone",7955,"Redstone Controlled Conveyor Belt"
"Immersive Engineering","immersiveengineering:conveyor_splitter",7958,"Splitting Conveyor Belt"
"Immersive Engineering","immersiveengineering:conveyor_splittercovered",7964,"Covered Splitting Conveyor Belt"
"Immersive Engineering","immersiveengineering:conveyor_vertical",7957,"Vertical Conveyor Belt"
"Immersive Engineering","immersiveengineering:conveyor_verticalcovered",7962,"Vertical Covered Conveyor Belt"
"Immersive Engineering","immersiveengineering:coresample",7886,"Core Sample"
"Immersive Engineering","immersiveengineering:craftingtable",7700,"Engineer's Crafting Table"
"Immersive Engineering","immersiveengineering:crate",7706,"Wooden Storage Crate"
"Immersive Engineering","immersiveengineering:creosote_bucket",7536,"Bucket of Creosote Oil"
"Immersive Engineering","immersiveengineering:crusher",7804,"Crusher"
"Immersive Engineering","immersiveengineering:current_transformer",7770,"Current Transformer"
"Immersive Engineering","immersiveengineering:cushion",7718,"Jump Cushion"
"Immersive Engineering","immersiveengineering:diesel_generator",7819,"Diesel Generator"
"Immersive Engineering","immersiveengineering:dragons_breath",7903,"Dragon's Breath Cartridge"
"Immersive Engineering","immersiveengineering:drill",7887,"Mining Drill"
"Immersive Engineering","immersiveengineering:drillhead_iron",7888,"Iron Drill Head"
"Immersive Engineering","immersiveengineering:drillhead_steel",7889,"Steel Drill Head"
"Immersive Engineering","immersiveengineering:dust_aluminum",7553,"Aluminium Grit"
"Immersive Engineering","immersiveengineering:dust_coke",7854,"Coke Dust"
"Immersive Engineering","immersiveengineering:dust_constantan",7598,"Constantan Grit"
"Immersive Engineering","immersiveengineering:dust_copper",7544,"Copper Grit"
"Immersive Engineering","immersiveengineering:dust_electrum",7606,"Electrum Grit"
"Immersive Engineering","immersiveengineering:dust_gold",7626,"Gold Grit"
"Immersive Engineering","immersiveengineering:dust_hop_graphite",7855,"HOP Graphite Dust"
"Immersive Engineering","immersiveengineering:dust_iron",7622,"Iron Grit"
"Immersive Engineering","immersiveengineering:dust_lead",7562,"Lead Grit"
"Immersive Engineering","immersiveengineering:dust_nickel",7580,"Nickel Grit"
"Immersive Engineering","immersiveengineering:dust_saltpeter",7862,"Nitrate Dust"
"Immersive Engineering","immersiveengineering:dust_silver",7571,"Silver Grit"
"Immersive Engineering","immersiveengineering:dust_steel",7614,"Steel Grit"
"Immersive Engineering","immersiveengineering:dust_sulfur",7863,"Sulfur Dust"
"Immersive Engineering","immersiveengineering:dust_uranium",7589,"Uranium Grit"
"Immersive Engineering","immersiveengineering:dust_wood",7864,"Sawdust"
"Immersive Engineering","immersiveengineering:dynamo",7785,"Kinetic Dynamo"
"Immersive Engineering","immersiveengineering:earmuffs",7928,"Ear Defenders"
"Immersive Engineering","immersiveengineering:electric_lantern",7787,"Powered Lantern"
"Immersive Engineering","immersiveengineering:electron_tube",7865,"Vacuum Tube"
"Immersive Engineering","immersiveengineering:empty_casing",7867,"Empty Casing"
"Immersive Engineering","immersiveengineering:empty_shell",7868,"Empty Shell"
"Immersive Engineering","immersiveengineering:ethanol_bucket",7538,"Bucket of Ethanol"
"Immersive Engineering","immersiveengineering:excavator",7812,"Excavator"
"Immersive Engineering","immersiveengineering:fake_icon_birthday",7950,"item.immersiveengineering.fake_icon_birthday"
"Immersive Engineering","immersiveengineering:fake_icon_drillbreak",7952,"item.immersiveengineering.fake_icon_drillbreak"
"Immersive Engineering","immersiveengineering:fake_icon_lucky",7951,"item.immersiveengineering.fake_icon_lucky"
"Immersive Engineering","immersiveengineering:fake_icon_ravenholm",7953,"item.immersiveengineering.fake_icon_ravenholm"
"Immersive Engineering","immersiveengineering:feedthrough",7774,"Feedthrough Insulator"
"Immersive Engineering","immersiveengineering:fermenter",7815,"Industrial Fermenter"
"Immersive Engineering","immersiveengineering:firework",7906,"Firework Cartridge"
"Immersive Engineering","immersiveengineering:flare",7905,"Flare Cartridge"
"Immersive Engineering","immersiveengineering:floodlight",7792,"Floodlight"
"Immersive Engineering","immersiveengineering:fluid_pipe",7789,"Fluid Pipe"
"Immersive Engineering","immersiveengineering:fluid_placer",7775,"Fluid Outlet"
"Immersive Engineering","immersiveengineering:fluid_pump",7782,"Fluid Pump"
"Immersive Engineering","immersiveengineering:fluid_sorter",7711,"Fluid Router"
"Immersive Engineering","immersiveengineering:fluorescent_tube",7933,"Fluorescent Tube"
"Immersive Engineering","immersiveengineering:furnace_heater",7784,"External Heater"
"Immersive Engineering","immersiveengineering:generator",7727,"Generator Block"
"Immersive Engineering","immersiveengineering:graphite_electrode",7885,"Graphite Electrode"
"Immersive Engineering","immersiveengineering:gunpart_barrel",7851,"Revolver Barrel"
"Immersive Engineering","immersiveengineering:gunpart_drum",7852,"Revolver Drum"
"Immersive Engineering","immersiveengineering:gunpart_hammer",7853,"Revolver Hammer"
"Immersive Engineering","immersiveengineering:gunpowder_barrel",7703,"Gunpowder Barrel"
"Immersive Engineering","immersiveengineering:hammer",7821,"Engineer's Hammer"
"Immersive Engineering","immersiveengineering:he",7901,"High-Explosive Cartridge"
"Immersive Engineering","immersiveengineering:heavy_engineering",7725,"Heavy Engineering Block"
"Immersive Engineering","immersiveengineering:hemp",7716,"Industrial Hemp"
"Immersive Engineering","immersiveengineering:hemp_fabric",7842,"Tough Fabric"
"Immersive Engineering","immersiveengineering:hemp_fiber",7841,"Industrial Hemp Fiber"
"Immersive Engineering","immersiveengineering:hempcrete",7665,"Hempcrete"
"Immersive Engineering","immersiveengineering:herbicide_bucket",7542,"Bucket of Herbicide"
"Immersive Engineering","immersiveengineering:hoe_steel",7829,"Steel Hoe"
"Immersive Engineering","immersiveengineering:homing",7907,"Homing Cartridge"
"Immersive Engineering","immersiveengineering:ingot_aluminum",7559,"Aluminium Ingot"
"Immersive Engineering","immersiveengineering:ingot_constantan",7603,"Constantan Ingot"
"Immersive Engineering","immersiveengineering:ingot_copper",7550,"Copper Ingot"
"Immersive Engineering","immersiveengineering:ingot_electrum",7611,"Electrum Ingot"
"Immersive Engineering","immersiveengineering:ingot_hop_graphite",7856,"HOP Graphite Ingot"
"Immersive Engineering","immersiveengineering:ingot_lead",7568,"Lead Ingot"
"Immersive Engineering","immersiveengineering:ingot_nickel",7586,"Nickel Ingot"
"Immersive Engineering","immersiveengineering:ingot_silver",7577,"Silver Ingot"
"Immersive Engineering","immersiveengineering:ingot_steel",7619,"Steel Ingot"
"Immersive Engineering","immersiveengineering:ingot_uranium",7595,"Uranium Ingot"
"Immersive Engineering","immersiveengineering:insulating_glass",7673,"Insulating Glass"
"Immersive Engineering","immersiveengineering:item_batcher",7710,"Item Batcher"
"Immersive Engineering","immersiveengineering:jerrycan",7925,"Jerrycan"
"Immersive Engineering","immersiveengineering:lantern",7735,"Lantern"
"Immersive Engineering","immersiveengineering:light_engineering",7726,"Light Engineering Block"
"Immersive Engineering","immersiveengineering:lightning_rod",7820,"Lightning Rod"
"Immersive Engineering","immersiveengineering:logic_circuit",7941,"Logic Circuit"
"Immersive Engineering","immersiveengineering:logic_unit",7708,"Logic Unit"
"Immersive Engineering","immersiveengineering:maintenance_kit",7936,"Maintenance Kit"
"Immersive Engineering","immersiveengineering:manual",7825,"Engineer's Manual"
"Immersive Engineering","immersiveengineering:metal_barrel",7781,"Metal Barrel"
"Immersive Engineering","immersiveengineering:metal_ladder_alu",7739,"Scaffold Covered Ladder"
"Immersive Engineering","immersiveengineering:metal_ladder_none",7738,"Metal Ladder"
"Immersive Engineering","immersiveengineering:metal_ladder_steel",7740,"Scaffold Covered Ladder"
"Immersive Engineering","immersiveengineering:metal_press",7813,"Metal Press"
"Immersive Engineering","immersiveengineering:minecart_metalbarrel",7940,"Minecart with Metal Barrel"
"Immersive Engineering","immersiveengineering:minecart_reinforcedcrate",7938,"Minecart with Reinforced Storage Crate"
"Immersive Engineering","immersiveengineering:minecart_woodenbarrel",7939,"Minecart with Wooden Barrel"
"Immersive Engineering","immersiveengineering:minecart_woodencrate",7937,"Minecart with Wooden Storage Crate"
"Immersive Engineering","immersiveengineering:mixer",7817,"Mixer"
"Immersive Engineering","immersiveengineering:mold_bullet_casing",7880,"Metal Press Mold: Bullet Casing"
"Immersive Engineering","immersiveengineering:mold_gear",7878,"Metal Press Mold: Gear"
"Immersive Engineering","immersiveengineering:mold_packing_4",7882,"Metal Press Mold: Packing 2x2"
"Immersive Engineering","immersiveengineering:mold_packing_9",7883,"Metal Press Mold: Packing 3x3"
"Immersive Engineering","immersiveengineering:mold_plate",7877,"Metal Press Mold: Plate"
"Immersive Engineering","immersiveengineering:mold_rod",7879,"Metal Press Mold: Rod"
"Immersive Engineering","immersiveengineering:mold_unpacking",7884,"Metal Press Mold: Unpacking"
"Immersive Engineering","immersiveengineering:mold_wire",7881,"Metal Press Mold: Wire"
"Immersive Engineering","immersiveengineering:nugget_aluminum",7558,"Aluminium Nugget"
"Immersive Engineering","immersiveengineering:nugget_constantan",7602,"Constantan Nugget"
"Immersive Engineering","immersiveengineering:nugget_copper",7549,"Copper Nugget"
"Immersive Engineering","immersiveengineering:nugget_electrum",7610,"Electrum Nugget"
"Immersive Engineering","immersiveengineering:nugget_lead",7567,"Lead Nugget"
"Immersive Engineering","immersiveengineering:nugget_nickel",7585,"Nickel Nugget"
"Immersive Engineering","immersiveengineering:nugget_silver",7576,"Silver Nugget"
"Immersive Engineering","immersiveengineering:nugget_steel",7618,"Steel Nugget"
"Immersive Engineering","immersiveengineering:nugget_uranium",7594,"Uranium Nugget"
"Immersive Engineering","immersiveengineering:ore_aluminum",7556,"Bauxite Ore"
"Immersive Engineering","immersiveengineering:ore_copper",7547,"Copper Ore"
"Immersive Engineering","immersiveengineering:ore_lead",7565,"Lead Ore"
"Immersive Engineering","immersiveengineering:ore_nickel",7583,"Nickel Ore"
"Immersive Engineering","immersiveengineering:ore_silver",7574,"Silver Ore"
"Immersive Engineering","immersiveengineering:ore_uranium",7592,"Uranium Ore"
"Immersive Engineering","immersiveengineering:pickaxe_steel",7826,"Steel Pickaxe"
"Immersive Engineering","immersiveengineering:plantoil_bucket",7537,"Bucket of Plant Oil"
"Immersive Engineering","immersiveengineering:plate_aluminum",7552,"Aluminium Plate"
"Immersive Engineering","immersiveengineering:plate_constantan",7597,"Constantan Plate"
"Immersive Engineering","immersiveengineering:plate_copper",7543,"Copper Plate"
"Immersive Engineering","immersiveengineering:plate_electrum",7605,"Electrum Plate"
"Immersive Engineering","immersiveengineering:plate_gold",7625,"Gold Plate"
"Immersive Engineering","immersiveengineering:plate_iron",7621,"Iron Plate"
"Immersive Engineering","immersiveengineering:plate_lead",7561,"Lead Plate"
"Immersive Engineering","immersiveengineering:plate_nickel",7579,"Nickel Plate"
"Immersive Engineering","immersiveengineering:plate_silver",7570,"Silver Plate"
"Immersive Engineering","immersiveengineering:plate_steel",7613,"Steel Plate"
"Immersive Engineering","immersiveengineering:plate_uranium",7588,"Uranium Plate"
"Immersive Engineering","immersiveengineering:potion",7904,"Phial Cartridge"
"Immersive Engineering","immersiveengineering:potion_bucket",7541,"Bucket of Water Bottle"
"Immersive Engineering","immersiveengineering:powerpack",7909,"Capacitor Backpack"
"Immersive Engineering","immersiveengineering:radiator",7728,"Radiator Block"
"Immersive Engineering","immersiveengineering:railgun",7897,"Railgun"
"Immersive Engineering","immersiveengineering:razor_wire",7776,"Razor Wire"
"Immersive Engineering","immersiveengineering:redstone_breaker",7769,"Redstone Breaker"
"Immersive Engineering","immersiveengineering:refinery",7818,"Refinery"
"Immersive Engineering","immersiveengineering:reinforced_crate",7707,"Reinforced Storage Crate"
"Immersive Engineering","immersiveengineering:revolver",7894,"Revolver"
"Immersive Engineering","immersiveengineering:rockcutter",7892,"Rockcutter Blade"
"Immersive Engineering","immersiveengineering:rs_engineering",7724,"Redstone Engineering Block"
"Immersive Engineering","immersiveengineering:sample_drill",7790,"Core Sample Drill"
"Immersive Engineering","immersiveengineering:sawblade",7891,"Sawblade"
"Immersive Engineering","immersiveengineering:sawdust",7717,"Sawdust Flooring"
"Immersive Engineering","immersiveengineering:sawmill",7805,"Sawmill"
"Immersive Engineering","immersiveengineering:screwdriver",7823,"Engineer's Screwdriver"
"Immersive Engineering","immersiveengineering:seed",7836,"Industrial Hemp Seeds"
"Immersive Engineering","immersiveengineering:shader",7926,"Shader"
"Immersive Engineering","immersiveengineering:shader_bag_common",7967,"Common Shader Grabbag"
"Immersive Engineering","immersiveengineering:shader_bag_epic",7966,"Epic Shader Grabbag"
"Immersive Engineering","immersiveengineering:shader_bag_ie_masterwork",7969,"Masterwork Shader Grabbag"
"Immersive Engineering","immersiveengineering:shader_bag_rare",7968,"Rare Shader Grabbag"
"Immersive Engineering","immersiveengineering:shader_bag_uncommon",7965,"Uncommon Shader Grabbag"
"Immersive Engineering","immersiveengineering:sheetmetal_aluminum",7554,"Aluminium Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_black",7659,"Black Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_blue",7651,"Blue Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_brown",7653,"Brown Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_cyan",7647,"Cyan Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_gray",7643,"Gray Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_green",7655,"Green Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_light_blue",7635,"Light Blue Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_light_gray",7645,"Light Gray Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_lime",7639,"Lime Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_magenta",7633,"Magenta Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_orange",7631,"Orange Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_pink",7641,"Pink Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_purple",7649,"Purple Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_red",7657,"Red Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_white",7629,"White Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_yellow",7637,"Yellow Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_constantan",7599,"Constantan Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_copper",7545,"Copper Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_electrum",7607,"Electrum Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_gold",7627,"Gold Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_iron",7623,"Iron Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_lead",7563,"Lead Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_nickel",7581,"Nickel Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_silver",7572,"Silver Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_steel",7615,"Steel Sheetmetal"
"Immersive Engineering","immersiveengineering:sheetmetal_uranium",7590,"Uranium Sheetmetal"
"Immersive Engineering","immersiveengineering:shield",7934,"Heavy Plated Shield"
"Immersive Engineering","immersiveengineering:shovel_steel",7827,"Steel Shovel"
"Immersive Engineering","immersiveengineering:silo",7806,"Item Silo"
"Immersive Engineering","immersiveengineering:silver",7902,"Silver Cartridge"
"Immersive Engineering","immersiveengineering:skyhook",7935,"Engineer's Skyhook"
"Immersive Engineering","immersiveengineering:slab_alloybrick",7684,"Kiln Brick Slab"
"Immersive Engineering","immersiveengineering:slab_alu_scaffolding_grate_top",7752,"Aluminium Scaffolding Slab"
"Immersive Engineering","immersiveengineering:slab_alu_scaffolding_standard",7746,"Aluminium Scaffolding Slab"
